Name,Type_of_Utility,Number_of_Ratings,Rating,Longitude,Latitude,nearest_station,اسم المحطة,geometry,neighborhood,English_name,Final Station,Path,Duration(m)
شجرة عنب,restaurant,150.0,4.8,46.7905475,24.7749133,Al Khaleej,الخليج,POINT (46.7905475 24.7749133),حي اشبيلية,,الخليج,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة الخليج.,36
مطعم ساري البروستد,restaurant,298.0,4.2,46.7656684,24.578663,Al Aziziah,العزيزية,POINT (46.7656684 24.578663),حي الدار البيضاء,,العزيزية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة العزيزية.,71
,restaurant,47.0,4.4,46.7161375,24.62521,Qasr Al Hokm,قصر الحكم,POINT (46.7161375 24.62521),حي القرى,,قصر الحكم,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة قصر الحكم.,54
&,restaurant,3036.0,3.8,46.7112121,24.6741261,Al Wizarat,الوزارات,POINT (46.7112121 24.6741261),حي الوزارات,Nirala fish Lahori Chana point,الوزارات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة المتحف الوطني انتقل إلى المسار الأخضر، وأخرج عند محطة الوزارات,62
,meal_takeaway,242.0,4.0,46.7880601,24.7798813,Al Khaleej,الخليج,POINT (46.7880601 24.7798813),حي اشبيلية,Domino's Pizza,الخليج,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة الخليج.,36
محل لبيع الفول والقلابه والمطبق / وبيع التميس,restaurant,2.0,4.0,46.7088644,24.7552802,An Nuzhah,النزهة,POINT (46.7088644 24.7552802),حي النزهة,,النزهة,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة النزهة.,41
,store,354.0,4.2,46.7166114,24.8074829,SABIC,سابك,POINT (46.7166114 24.8074829),حي الفلاح,Sicilia's Pizza Cuts,سابك,اركب المترو من المحطة الحالية، وأخرج عند محطة سابك.,9
,restaurant,9411.0,4.7,46.6440106,24.7265958,KACST,المدينة التقنية,POINT (46.6440106 24.7265958),حي الملك فيصل,fi glbak,المدينة التقنية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، وأخرج عند محطة المدينة التقنية.,43
مطاعم همسة مأرب,restaurant,4.0,5.0,46.7292041,24.5975131,Al Iman Hospital,مستشفى الإيمان,POINT (46.7292041 24.5975131),حي منفوحة,,مستشفى الإيمان,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة مستشفى الإيمان.,62
شققه اكنان,restaurant,1.0,5.0,46.6332642,24.8162838,Dr. Sulaiman Al Habib,د.سليمان الحبيب,POINT (46.6332642 24.8162838),حي الصحافة,,د.سليمان الحبيب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة د.سليمان الحبيب.,28
مطعم على الذوق لتقديم الوجبات,restaurant,29.0,3.8,46.646873,24.597228,Aishah bint Abi Bakr st.,شارع عائشة بنت أبي بكر,POINT (46.646873 24.597228),حي البديعة,,شارع عائشة بنت أبي بكر,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة شارع عائشة بنت أبي بكر.,75
لقيمات ترف,store,150.0,4.0,46.7855747,24.7502817,Al Andalus,الأندلس,POINT (46.7855747 24.7502817),حي المنار,,الأندلس,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الأندلس.,32
مطابخ نور حضرموت,restaurant,184.0,4.1,46.6117156,24.8324062,SAB,بنك الأول,POINT (46.6117156 24.8324062),حي حطين,,بنك الأول,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة بنك الأول.,31
,restaurant,5.0,4.0,46.7117965,24.6308337,Courts Complex,مجمع المحاكم,POINT (46.7117965 24.6308337),حي القرى,JU Sandwiches,مجمع المحاكم,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة مجمع المحاكم.,65
بوفية ذواق التيسير,restaurant,16.0,4.4,46.7153852,24.6441292,National Museum,المتحف الوطني,POINT (46.7153852 24.6441292),حي الفوطة,,المتحف الوطني,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة المتحف الوطني.,51
مطعم مود الشواية البخاري,restaurant,31.0,4.4,46.697606,24.6601578,Passport Department,الجوازات,POINT (46.697606 24.6601578),حي النموذجية,,الجوازات,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، وأخرج عند محطة الجوازات.,48
,restaurant,5153.0,3.6,46.6443952,24.6002206,Aishah bint Abi Bakr st.,شارع عائشة بنت أبي بكر,POINT (46.6443952 24.6002206),حي البديعة,Al Tazaj,شارع عائشة بنت أبي بكر,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة شارع عائشة بنت أبي بكر.,75
,meal_delivery,629.0,3.7,46.8142878,24.7995225,Ishbiliyah,اشبيليا,POINT (46.8142878 24.7995225),حي القادسية,Maestro Pizza,اشبيليا,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة اشبيليا.,40
,restaurant,1380.0,3.9,46.7829601,24.7520245,Al Andalus,الأندلس,POINT (46.7829601 24.7520245),حي المنار,Falafel Pie,الأندلس,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة الأندلس.,32
سياخ,restaurant,215.0,4.7,46.8172725,24.7952674,Ishbiliyah,اشبيليا,POINT (46.8172725 24.7952674),حي القادسية,,اشبيليا,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، ثم في محطة الحمراء انتقل إلى المسار الأحمر، وأخرج عند محطة اشبيليا.,40
,restaurant,50.0,4.3,46.7138987,24.69134,GOSI,التأمينات الاجتماعية,POINT (46.7138987 24.69134),حي الملك عبدالعزيز,Auntie Anne's,التأمينات الاجتماعية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة التأمينات الاجتماعية.,57
بروستد القنديل الذهبي,restaurant,503.0,4.5,46.6928002,24.8060447,Uthman Bin Affan Rd.,طريق عثمان بن عفان,POINT (46.6928002 24.8060447),جامعة الامام محمد بن سعود الاسلامية,Q6,طريق عثمان بن عفان,اركب المترو من المحطة الحالية، وأخرج عند محطة عثمان بن عفان.,13
,restaurant,1134.0,3.9,46.7301541,24.7873988,Granadia,غرناطية,POINT (46.7301541 24.7873988),حي الشهداء,Bait Al Khayam Restaurant,غرناطية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة سابك بدّل إلى المسار البنفسجي، وأخرج عند محطة غرناطية.,20
بوفية الصبيحي,restaurant,122.0,3.6,46.7278236,24.6336889,Al Margab,المرقب,POINT (46.7278236 24.6336889),حي العود,,المرقب,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة قصر الحكم انتقل إلى المسار البرتقالي، وأخرج عند محطة المرقب.,69
مطاعم المحمدية,restaurant,766.0,4.4,46.6953784,24.7116271,As Sulimaniyah,السليمانية,POINT (46.6953784 24.7116271),مدينة الملك عبدالله للطاقة,,السليمانية,اركب المترو من المحطة الحالية، وعند الوصول إلى محطة المركز المالي بدّل إلى المسار الأزرق، ثم في محطة stc انتقل إلى المسار الأحمر، بعدها في محطة وزارة التعليم انتقل إلى المسار الأخضر،  وأخرج عند محطة السليمانية.,49
